;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
4451;2017;1428;Askvoll;0.0036;0.0012;0.0026;0.0006;1e-04;1e-04;1e-04;0.0091;0.0;0.0003;0.0008;0.0743;0.2162;0.5791;0.0257;0.0417;0.0007;0.0437;0.0
4452;2018;1428;Askvoll;0.0037;0.0012;0.0026;0.0006;1e-04;1e-04;1e-04;0.0092;0.0;0.0003;0.0008;0.0744;0.216;0.5791;0.0257;0.0417;0.0007;0.0437;0.0
4453;2019;1428;Askvoll;0.0037;0.0013;0.0026;0.0006;1e-04;1e-04;1e-04;0.0091;0.0;0.0003;0.0008;0.0747;0.2158;0.5789;0.0257;0.0417;0.0007;0.0436;0.0
4454;2020;1428;Askvoll;;;;;;;;;;;;;;;;;;;
4455;2011;1429;Fjaler;0.0022;0.001;0.0023;0.0006;1e-04;0.0;0.0;0.0075;0.0;0.0003;0.0002;0.049;0.4775;0.342;0.0424;0.0094;0.0;0.0655;0.0
4456;2013;1429;Fjaler;0.0022;0.001;0.0022;0.0006;1e-04;0.0;0.0;0.008;0.0;0.0003;0.0002;0.0523;0.4739;0.3423;0.042;0.0093;0.0;0.0654;0.0
4457;2014;1429;Fjaler;0.0022;0.0011;0.0022;0.0006;1e-04;0.0;0.0;0.008;0.0;0.0002;0.0002;0.054;0.4725;0.3423;0.0418;0.0093;0.0;0.0654;0.0
4458;2015;1429;Fjaler;0.0022;0.0011;0.0022;0.0006;1e-04;0.0;0.0;0.008;0.0;0.0002;0.0002;0.0542;0.4722;0.3423;0.0418;0.0093;0.0;0.0654;0.0
4459;2016;1429;Fjaler;0.0022;0.0011;0.0021;0.0006;1e-04;0.0;0.0;0.008;0.0;0.0002;0.0005;0.0534;0.4735;0.3421;0.0415;0.0093;0.0;0.0653;0.0
4460;2017;1429;Fjaler;0.0021;0.0011;0.0021;0.0007;1e-04;0.0;0.0;0.0081;0.0;0.0002;0.0005;0.0535;0.4734;0.3418;0.0415;0.0093;0.0;0.0655;0.0
4461;2018;1429;Fjaler;0.0021;0.0011;0.0021;0.0007;1e-04;0.0;0.0;0.0081;0.0;0.0002;0.0005;0.0535;0.4735;0.3418;0.0415;0.0093;0.0;0.0654;0.0
4462;2019;1429;Fjaler;0.0021;0.0011;0.0021;0.0007;0.0002;0.0;0.0;0.0081;0.0;0.0002;0.0005;0.0536;0.4733;0.3418;0.0415;0.0093;0.0;0.0655;0.0
4463;2020;1429;Fjaler;;;;;;;;;;;;;;;;;;;
4464;2011;1430;Gaular;0.001;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.0066;0.0;0.0002;1e-04;0.0532;0.325;0.4424;0.0359;0.0554;0.0;0.0768;0.0
4465;2013;1430;Gaular;0.001;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.0066;0.0;0.0002;1e-04;0.054;0.3245;0.4426;0.0357;0.0554;0.0;0.0765;0.0
4466;2014;1430;Gaular;0.001;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.0065;0.0;0.0002;1e-04;0.054;0.3245;0.4427;0.0357;0.0554;0.0;0.0764;0.0
4467;2015;1430;Gaular;0.0011;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.0069;0.0;0.0002;1e-04;0.054;0.3244;0.4427;0.0355;0.0553;0.0;0.0764;0.0
4468;2016;1430;Gaular;0.0011;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.0068;0.0;0.0002;0.0002;0.054;0.3244;0.4427;0.0355;0.0553;0.0;0.0764;0.0
4469;2017;1430;Gaular;0.0011;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.007;0.0;0.0002;1e-04;0.054;0.3243;0.4427;0.0355;0.0553;0.0;0.0763;0.0
4470;2018;1430;Gaular;0.0011;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.007;0.0;0.0002;1e-04;0.054;0.3243;0.4428;0.0353;0.0553;0.0;0.0763;0.0
4471;2019;1430;Gaular;0.0012;0.0007;0.0021;0.0005;1e-04;0.0;1e-04;0.007;0.0;0.0002;1e-04;0.054;0.3241;0.4429;0.0353;0.0553;0.0;0.0764;0.0
4472;2020;1430;Gaular;;;;;;;;;;;;;;;;;;;
4473;2011;1431;Jølster;0.0012;0.0005;0.0018;0.0005;1e-04;0.0;1e-04;0.0044;0.0;0.0014;0.0002;0.0432;0.2152;0.4299;0.0148;0.1169;0.0918;0.0783;0.0
4474;2013;1431;Jølster;0.0012;0.0005;0.0018;0.0004;1e-04;0.0;1e-04;0.0046;0.0;0.0013;0.0002;0.0431;0.2151;0.43;0.0148;0.1169;0.0918;0.0783;0.0
4475;2014;1431;Jølster;0.0012;0.0005;0.0017;0.0004;1e-04;0.0;1e-04;0.0046;0.0;0.0013;0.0002;0.0431;0.215;0.4316;0.0148;0.1173;0.0898;0.0782;0.0
4476;2015;1431;Jølster;0.0012;0.0005;0.0018;0.0004;1e-04;0.0;1e-04;0.0046;0.0;0.0013;0.0002;0.043;0.2151;0.4318;0.0145;0.1173;0.0897;0.0783;0.0
4477;2016;1431;Jølster;0.0012;0.0005;0.0017;0.0004;1e-04;0.0;1e-04;0.0045;0.0;0.0013;0.0002;0.0432;0.215;0.4319;0.0145;0.1173;0.0897;0.0783;0.0
4478;2017;1431;Jølster;0.0013;0.0006;0.0017;0.0005;1e-04;0.0;1e-04;0.0046;0.0;0.0013;0.0002;0.0431;0.2151;0.4317;0.0145;0.1174;0.0897;0.0783;0.0
4479;2018;1431;Jølster;0.0013;0.0006;0.0017;0.0005;1e-04;0.0;1e-04;0.0046;0.0;0.0013;0.0002;0.0429;0.2152;0.4317;0.0145;0.1174;0.0897;0.0783;0.0
4480;2019;1431;Jølster;0.0013;0.0006;0.0017;0.0005;1e-04;0.0;1e-04;0.0047;0.0;0.0013;0.0002;0.0428;0.2147;0.4316;0.0145;0.1173;0.0897;0.0789;0.0
4481;2020;1431;Jølster;;;;;;;;;;;;;;;;;;;
4482;2011;1432;Førde;0.0046;0.0003;0.0018;0.002;0.0003;1e-04;1e-04;0.007;0.0;0.0008;0.0005;0.0377;0.3302;0.3954;0.0257;0.1048;0.0298;0.0588;0.0
4483;2013;1432;Førde;0.0047;0.0003;0.0018;0.002;0.0003;1e-04;1e-04;0.0073;0.0;0.0008;0.0005;0.0385;0.3294;0.3951;0.0256;0.1049;0.0298;0.0587;0.0
4484;2014;1432;Førde;0.0047;0.0003;0.0018;0.002;0.0003;1e-04;1e-04;0.0073;0.0;0.0008;0.0005;0.0386;0.3299;0.3958;0.0244;0.1049;0.0298;0.0586;0.0
4485;2015;1432;Førde;0.0048;0.0003;0.0018;0.0019;0.0003;1e-04;1e-04;0.0074;0.0;0.0008;0.0005;0.0386;0.3305;0.3951;0.0244;0.1049;0.0298;0.0586;0.0
4486;2016;1432;Førde;0.0047;0.0003;0.0017;0.0019;0.0003;1e-04;1e-04;0.0072;0.0;0.0008;0.0006;0.0387;0.3305;0.3953;0.0243;0.1049;0.0298;0.0586;0.0
4487;2017;1432;Førde;0.0048;0.0004;0.0018;0.002;0.0003;1e-04;1e-04;0.0073;0.0;0.0008;0.0005;0.0387;0.3304;0.3952;0.0242;0.1049;0.0298;0.0585;0.0
4488;2018;1432;Førde;0.0048;0.0004;0.0018;0.002;0.0003;1e-04;1e-04;0.0074;0.0;0.0008;0.0005;0.0387;0.3303;0.3951;0.0242;0.1049;0.0298;0.0585;0.0
4489;2019;1432;Førde;0.0048;0.0004;0.0018;0.002;0.0003;1e-04;1e-04;0.0073;0.0;0.0008;0.0005;0.0389;0.3301;0.3952;0.0242;0.1049;0.0298;0.0586;0.0
4490;2020;1432;Førde;;;;;;;;;;;;;;;;;;;
4491;2011;1433;Naustdal;0.0016;0.0006;0.0025;0.0002;1e-04;0.0;1e-04;0.0064;0.0;1e-04;0.0002;0.0516;0.309;0.5057;0.0399;0.0412;1e-04;0.0405;0.0
4492;2013;1433;Naustdal;0.0017;0.0006;0.0025;0.0002;1e-04;0.0;1e-04;0.0064;0.0;1e-04;0.0002;0.0516;0.309;0.5057;0.0399;0.0412;1e-04;0.0405;0.0
4493;2014;1433;Naustdal;0.0017;0.0006;0.0025;0.0003;1e-04;0.0;1e-04;0.0067;0.0;0.0002;0.0002;0.0514;0.3094;0.5053;0.04;0.0412;0.0004;0.0401;0.0
4494;2015;1433;Naustdal;0.0017;0.0006;0.0025;0.0003;1e-04;0.0;1e-04;0.0067;0.0;0.0002;0.0002;0.0515;0.3092;0.5051;0.04;0.0412;0.0004;0.0403;0.0
4495;2016;1433;Naustdal;0.0017;0.0006;0.0024;0.0003;1e-04;0.0;1e-04;0.0066;0.0;0.0002;0.0002;0.0515;0.3092;0.5052;0.04;0.0412;0.0004;0.0403;0.0
4496;2017;1433;Naustdal;0.0017;0.0006;0.0025;0.0003;1e-04;1e-04;1e-04;0.0066;0.0;0.0002;0.0002;0.0515;0.3091;0.5051;0.0399;0.0411;0.0004;0.0407;0.0
4497;2018;1433;Naustdal;0.0017;0.0006;0.0025;0.0003;1e-04;0.0;1e-04;0.0066;0.0;0.0002;0.0002;0.0515;0.309;0.5051;0.0399;0.0411;0.0004;0.0407;0.0
4498;2019;1433;Naustdal;0.0018;0.0006;0.0025;0.0003;1e-04;0.0;1e-04;0.0066;0.0;0.0002;0.0002;0.0515;0.309;0.5049;0.04;0.0411;0.0004;0.0408;0.0
4499;2020;1433;Naustdal;;;;;;;;;;;;;;;;;;;
4500;2011;1438;Bremanger;0.0012;0.0005;0.0014;0.0007;1e-04;0.0;0.0;0.0048;0.0;0.0003;0.0002;0.0176;0.2193;0.4494;0.0079;0.2167;0.0232;0.0568;0.0
4501;2013;1438;Bremanger;0.0012;0.0006;0.0014;0.0007;1e-04;0.0;0.0;0.0048;0.0;0.0003;0.0002;0.0187;0.2185;0.4491;0.0079;0.2171;0.0232;0.0562;0.0
4502;2014;1438;Bremanger;0.0012;0.0006;0.0014;0.0007;1e-04;0.0;0.0;0.0049;0.0;0.0003;0.0002;0.0187;0.2186;0.4493;0.0079;0.2169;0.0232;0.0561;0.0
4503;2015;1438;Bremanger;0.0012;0.0006;0.0013;0.0007;1e-04;0.0;0.0;0.0031;0.0;0.0003;0.0002;0.02;0.2182;0.448;0.0078;0.2168;0.0232;0.0583;0.0
4504;2016;1438;Bremanger;0.0012;0.0006;0.0013;0.0007;1e-04;0.0;0.0;0.0048;0.0;1e-04;0.0002;0.0203;0.2184;0.4483;0.0079;0.2171;0.0226;0.0564;0.0
4505;2017;1438;Bremanger;0.0012;0.0006;0.0013;0.0007;1e-04;0.0;0.0;0.0049;0.0;0.0003;0.0002;0.0203;0.2184;0.4479;0.0078;0.2164;0.0226;0.0572;0.0
4506;2018;1438;Bremanger;0.0012;0.0006;0.0013;0.0008;1e-04;0.0;0.0;0.0048;0.0;0.0003;0.0003;0.0194;0.221;0.4463;0.0078;0.2165;0.0226;0.057;0.0
4507;2019;1438;Bremanger;0.0012;0.0006;0.0012;0.0008;0.0;0.0;0.0;0.0049;0.0;0.0003;0.0003;0.0195;0.2205;0.4459;0.0078;0.2177;0.0229;0.0562;0.0
4508;2020;1438;Bremanger;;;;;;;;;;;;;;;;;;;
4509;2011;1439;Vågsøy;0.0088;0.0016;0.004;0.0031;0.0005;1e-04;0.0002;0.0138;0.0;0.0008;0.0015;0.0524;0.2069;0.639;0.0286;0.0073;0.0;0.0314;0.0
4510;2013;1439;Vågsøy;0.0091;0.0017;0.0039;0.0032;0.0005;1e-04;0.0002;0.0137;0.0;0.0008;0.0014;0.0559;0.2057;0.6365;0.0286;0.0073;0.0;0.0313;0.0
4511;2014;1439;Vågsøy;0.0091;0.0017;0.0039;0.0032;0.0006;1e-04;0.0002;0.0139;0.0;0.0008;0.0013;0.0559;0.2056;0.6353;0.0286;0.0072;0.0;0.0326;0.0
4512;2015;1439;Vågsøy;0.0092;0.0018;0.0039;0.0032;0.0006;1e-04;0.0002;0.0137;0.0;0.0008;0.0013;0.0559;0.2056;0.6366;0.0286;0.0072;0.0;0.0313;0.0
4513;2016;1439;Vågsøy;0.009;0.0018;0.0037;0.0033;0.0005;1e-04;0.0002;0.0134;0.0;0.0008;0.0015;0.0559;0.2056;0.6361;0.0286;0.0073;0.0;0.0321;0.0
4514;2017;1439;Vågsøy;0.0089;0.0018;0.004;0.0034;0.0005;1e-04;0.0002;0.0137;0.0;0.0014;0.0014;0.0558;0.2059;0.6361;0.0284;0.0069;0.0;0.0315;0.0
4515;2018;1439;Vågsøy;0.0088;0.0018;0.0036;0.0034;0.0005;1e-04;0.0002;0.0138;0.0;0.0015;0.0022;0.0531;0.209;0.6349;0.0288;0.0069;0.0;0.0316;0.0
4516;2019;1439;Vågsøy;0.0088;0.0018;0.0036;0.0033;0.0005;1e-04;0.0002;0.0139;0.0;0.0015;0.0022;0.0531;0.209;0.6349;0.0287;0.0069;0.0;0.0315;0.0
4517;2020;1439;Vågsøy;;;;;;;;;;;;;;;;;;;
4518;2011;1441;Selje;0.0031;0.0012;0.0047;0.0012;0.0002;1e-04;1e-04;0.01;0.0;0.0007;1e-04;0.0614;0.0932;0.7592;0.0245;0.0105;0.0;0.0297;0.0
4519;2013;1441;Selje;0.0032;0.0012;0.0046;0.0012;0.0002;1e-04;1e-04;0.01;0.0;0.0007;1e-04;0.0631;0.0932;0.7574;0.0245;0.0105;0.0;0.0298;0.0
4520;2014;1441;Selje;0.0032;0.0012;0.0047;0.0012;0.0002;1e-04;1e-04;0.01;0.0;0.0007;1e-04;0.0632;0.0932;0.7576;0.0245;0.0102;0.0;0.0298;0.0
4521;2015;1441;Selje;0.0033;0.0013;0.0046;0.0011;0.0002;1e-04;1e-04;0.0099;0.0;0.0007;1e-04;0.0632;0.0932;0.7576;0.0245;0.0102;0.0;0.0298;0.0
4522;2016;1441;Selje;0.0031;0.0012;0.0042;0.001;1e-04;1e-04;1e-04;0.0098;0.0;0.0007;0.0004;0.0631;0.0931;0.7587;0.0245;0.0103;0.0;0.0296;0.0
4523;2017;1441;Selje;0.0034;0.0013;0.0047;0.0013;0.0002;1e-04;1e-04;0.01;0.0;0.0011;1e-04;0.0633;0.093;0.7573;0.024;0.0102;0.0;0.0298;0.0
4524;2018;1441;Selje;0.0033;0.0014;0.0042;0.0012;0.0002;1e-04;1e-04;0.0101;0.0;0.0011;0.0011;0.0635;0.0945;0.7558;0.0238;0.0103;0.0;0.0292;0.0
4525;2019;1441;Selje;0.0033;0.0013;0.0042;0.0012;0.0002;1e-04;1e-04;0.0101;0.0;0.0011;0.0011;0.0636;0.0947;0.7556;0.0239;0.0101;0.0;0.0294;0.0
4526;2020;1441;Selje;;;;;;;;;;;;;;;;;;;
4527;2011;1443;Eid;0.003;0.0008;0.0036;0.0012;0.0002;1e-04;1e-04;0.009;0.0;0.0009;0.0002;0.0514;0.393;0.3931;0.0248;0.012;0.0003;0.1064;0.0
4528;2013;1443;Eid;0.003;0.0008;0.0035;0.0011;0.0002;1e-04;1e-04;0.0092;0.0;0.0009;0.0002;0.0552;0.3896;0.3925;0.0247;0.012;0.0003;0.1064;0.0
4529;2014;1443;Eid;0.0031;0.0009;0.0035;0.0011;0.0002;1e-04;1e-04;0.0094;0.0;0.0009;0.0002;0.0557;0.3893;0.3923;0.0246;0.012;0.0003;0.1064;0.0
4530;2015;1443;Eid;0.0031;0.0008;0.0034;0.0011;0.0002;1e-04;1e-04;0.0094;0.0;0.0009;0.0002;0.0558;0.3891;0.3922;0.0246;0.012;0.0003;0.1065;0.0
4531;2016;1443;Eid;0.0031;0.0009;0.0032;0.0011;0.0002;1e-04;1e-04;0.0092;0.0;0.0009;0.0003;0.0558;0.3892;0.3925;0.0246;0.012;0.0003;0.1064;0.0
4532;2017;1443;Eid;0.0032;0.0009;0.0034;0.0011;0.0002;1e-04;1e-04;0.0092;0.0;0.0009;0.0002;0.0558;0.3893;0.3923;0.0246;0.012;0.0003;0.1063;0.0
4533;2018;1443;Eid;0.0032;0.0009;0.0034;0.0012;0.0002;1e-04;1e-04;0.0092;0.0;0.0009;0.0002;0.0562;0.3914;0.3903;0.0246;0.012;0.0003;0.1059;0.0
4534;2019;1443;Eid;0.0033;0.0009;0.0034;0.0012;0.0002;1e-04;1e-04;0.0095;0.0;0.0013;0.0002;0.0565;0.388;0.3913;0.0245;0.012;0.0003;0.107;0.0
4535;2020;1443;Eid;;;;;;;;;;;;;;;;;;;
4536;2011;1444;Hornindal;0.001;0.0004;0.0031;0.0007;1e-04;1e-04;1e-04;0.0066;0.0;1e-04;0.0003;0.0446;0.3603;0.4123;0.0283;0.0673;0.0035;0.0712;0.0
4537;2013;1444;Hornindal;0.0011;0.0004;0.003;0.0007;1e-04;1e-04;1e-04;0.0068;0.0;0.0002;0.0003;0.0535;0.35;0.4126;0.0293;0.0673;0.0035;0.0712;0.0
4538;2014;1444;Hornindal;0.0011;0.0005;0.003;0.0007;1e-04;1e-04;1e-04;0.0069;0.0;0.0002;0.0003;0.0537;0.3496;0.4127;0.0292;0.0674;0.0035;0.0711;0.0
4539;2015;1444;Hornindal;0.0011;0.0006;0.0028;0.001;1e-04;1e-04;1e-04;0.0075;0.0;0.0009;0.0002;0.0538;0.3484;0.4116;0.0291;0.0674;0.0035;0.0719;0.0
4540;2016;1444;Hornindal;0.0011;0.0007;0.0027;0.001;1e-04;1e-04;1e-04;0.0075;0.0;0.0009;0.0003;0.0541;0.3479;0.4118;0.029;0.0674;0.0035;0.0719;0.0
4541;2017;1444;Hornindal;0.0011;0.0008;0.0029;0.001;1e-04;1e-04;1e-04;0.0076;0.0;0.0009;0.0003;0.0541;0.3478;0.4115;0.029;0.0674;0.0035;0.0718;0.0
4542;2018;1444;Hornindal;0.0011;0.0008;0.0029;0.001;1e-04;1e-04;1e-04;0.0076;0.0;0.0009;0.0005;0.0543;0.3477;0.4106;0.0298;0.0673;0.0035;0.0717;0.0
4543;2019;1444;Hornindal;0.0012;0.0009;0.0029;0.001;1e-04;1e-04;1e-04;0.0075;0.0;0.0009;0.0005;0.0547;0.3371;0.4176;0.0291;0.0691;0.0036;0.0735;0.0
4544;2020;1444;Hornindal;;;;;;;;;;;;;;;;;;;
4545;2011;1445;Gloppen;0.0015;0.0004;0.0022;0.0006;1e-04;0.0;1e-04;0.0052;0.0;0.0004;0.0002;0.0386;0.3078;0.3931;0.0193;0.117;0.0459;0.0676;0.0
4546;2013;1445;Gloppen;0.0015;0.0004;0.0022;0.0006;1e-04;0.0;1e-04;0.0053;0.0;0.0004;0.0002;0.0387;0.3076;0.3931;0.0193;0.117;0.0459;0.0676;0.0
4547;2014;1445;Gloppen;0.0015;0.0004;0.0022;0.0006;1e-04;0.0;1e-04;0.0054;0.0;0.0004;0.0002;0.0388;0.3075;0.3937;0.0192;0.1167;0.0458;0.0675;0.0
4548;2015;1445;Gloppen;0.0015;0.0004;0.0022;0.0006;1e-04;0.0;1e-04;0.0054;0.0;0.0004;0.0002;0.0388;0.3074;0.3937;0.0192;0.1167;0.0458;0.0675;0.0
4549;2016;1445;Gloppen;0.0015;0.0004;0.0021;0.0006;1e-04;0.0;1e-04;0.0053;0.0;0.0004;0.0003;0.0389;0.3077;0.3942;0.0193;0.116;0.0456;0.0676;0.0
4550;2017;1445;Gloppen;0.0015;0.0004;0.0022;0.0006;1e-04;0.0;1e-04;0.0054;0.0;0.0004;0.0002;0.0389;0.3078;0.3941;0.0193;0.116;0.0456;0.0674;0.0
4551;2018;1445;Gloppen;0.0015;0.0004;0.0022;0.0007;1e-04;0.0;1e-04;0.0053;0.0;0.0004;0.0002;0.0389;0.3078;0.3941;0.0192;0.116;0.0456;0.0674;0.0
4552;2019;1445;Gloppen;0.0016;0.0004;0.0022;0.0007;1e-04;0.0;1e-04;0.0053;0.0;0.0004;0.0002;0.0389;0.3074;0.3938;0.0192;0.116;0.0461;0.0676;0.0
4553;2020;1445;Gloppen;;;;;;;;;;;;;;;;;;;
4554;2011;1448;Stryn;;;;;;;;;;;;;;;;;;;
4555;2013;1448;Stryn;;;;;;;;;;;;;;;;;;;
4556;2014;1448;Stryn;;;;;;;;;;;;;;;;;;;
4557;2015;1448;Stryn;;;;;;;;;;;;;;;;;;;
4558;2016;1448;Stryn;;;;;;;;;;;;;;;;;;;
4559;2017;1448;Stryn;;;;;;;;;;;;;;;;;;;
4560;2018;1448;Stryn;;;;;;;;;;;;;;;;;;;
4561;2019;1448;Stryn;;;;;;;;;;;;;;;;;;;
4562;2020;1448;Stryn;;;;;;;;;;;;;;;;;;;
4563;2011;1449;Stryn;0.0013;0.0005;0.0014;0.0008;1e-04;0.0;1e-04;0.0045;0.0;0.0003;0.0003;0.0279;0.2482;0.2765;0.0093;0.1945;0.1916;0.0428;0.0
4564;2013;1449;Stryn;0.0013;0.0006;0.0014;0.0008;1e-04;0.0;1e-04;0.0046;0.0;0.0003;0.0003;0.0279;0.2481;0.2765;0.0093;0.1943;0.1918;0.0427;0.0
4565;2014;1449;Stryn;0.0013;0.0006;0.0014;0.0008;1e-04;0.0;1e-04;0.0046;0.0;0.0003;0.0003;0.0279;0.2528;0.2882;0.0097;0.1947;0.1746;0.0427;0.0
4566;2015;1449;Stryn;0.0013;0.0006;0.0013;0.0008;1e-04;0.0;0.0;0.0049;0.0;0.0003;0.0003;0.0278;0.2523;0.2881;0.0097;0.1945;0.1746;0.0434;0.0
4567;2016;1449;Stryn;0.0014;0.0006;0.0013;0.0008;1e-04;0.0;0.0;0.0047;0.0;0.0003;0.0003;0.0279;0.2523;0.2881;0.0097;0.1945;0.1746;0.0434;0.0
4568;2017;1449;Stryn;0.0014;0.0007;0.0014;0.0008;1e-04;0.0;0.0;0.0047;0.0;0.0003;0.0003;0.028;0.2524;0.2879;0.0097;0.1944;0.1748;0.0432;0.0
4569;2018;1449;Stryn;0.0014;0.0007;0.0013;0.0008;1e-04;0.0;0.0;0.0047;0.0;0.0003;0.0003;0.028;0.2523;0.2879;0.0097;0.1944;0.1748;0.0432;0.0
4570;2019;1449;Stryn;0.0014;0.0007;0.0013;0.0008;1e-04;0.0;0.0;0.0048;0.0;0.0004;0.0003;0.028;0.2538;0.2873;0.0097;0.1938;0.1742;0.0433;0.0
4571;2020;1449;Stryn;;;;;;;;;;;;;;;;;;;
4572;2011;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4573;2013;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4574;2014;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4575;2015;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4576;2016;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4577;2017;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4578;2018;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4579;2019;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4580;2020;1499;Uoppgitt;;;;;;;;;;;;;;;;;;;
4581;2011;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4582;2013;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4583;2014;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4584;2015;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4585;2016;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4586;2017;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4587;2018;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4588;2019;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4589;2020;1501;Ålesund;;;;;;;;;;;;;;;;;;;
4590;2011;1502;Molde;0.0156;0.0017;0.0045;0.0043;0.001;0.0005;0.0003;0.0185;1e-04;0.0027;0.0022;0.047;0.6032;0.1751;0.0896;0.0117;0.0;0.022;0.0
4591;2013;1502;Molde;0.0159;0.0017;0.0045;0.0046;0.001;0.0005;0.0004;0.019;1e-04;0.003;0.0021;0.0471;0.6023;0.1746;0.0896;0.0117;0.0;0.022;0.0
4592;2014;1502;Molde;0.0161;0.0018;0.0047;0.0047;0.001;0.0005;0.0004;0.0188;1e-04;0.0029;0.0023;0.0474;0.6015;0.1748;0.0894;0.0117;0.0;0.0219;0.0
4593;2015;1502;Molde;0.0162;0.0018;0.0047;0.0047;0.001;0.0005;0.0004;0.0187;1e-04;0.0029;0.0023;0.0474;0.6014;0.1749;0.0894;0.0117;0.0;0.0219;0.0
4594;2016;1502;Molde;0.0163;0.0018;0.0044;0.0052;0.001;0.0005;0.0004;0.0181;0.0;0.0025;0.0023;0.0474;0.6018;0.1751;0.0894;0.0117;0.0;0.0221;0.0
4595;2017;1502;Molde;0.0163;0.0018;0.0045;0.0053;0.001;0.0005;0.0004;0.0181;1e-04;0.0025;0.0022;0.0474;0.6019;0.175;0.0894;0.0117;0.0;0.022;0.0
4596;2018;1502;Molde;0.0164;0.0019;0.0045;0.0053;0.001;0.0005;0.0004;0.0181;0.0;0.0025;0.0023;0.0475;0.6016;0.175;0.0894;0.0117;0.0;0.022;0.0
4597;2019;1502;Molde;0.0164;0.0019;0.0045;0.0053;0.0009;0.0004;0.0004;0.018;0.0;0.0025;0.0025;0.0475;0.6015;0.1749;0.0894;0.0117;0.0;0.0222;0.0
4598;2020;1502;Molde;;;;;;;;;;;;;;;;;;;
4599;2011;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4600;2013;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4601;2014;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4602;2015;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4603;2016;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4604;2017;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4605;2018;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4606;2019;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4607;2020;1503;Kristiansund;;;;;;;;;;;;;;;;;;;
4608;2011;1504;Ålesund;0.0907;0.0049;0.0069;0.0238;0.0052;0.0019;0.0013;0.0523;1e-04;0.0081;0.0141;0.0562;0.4916;0.1615;0.0215;0.0025;0.0;0.0574;0.0
4609;2013;1504;Ålesund;0.0917;0.005;0.0067;0.0241;0.0051;0.0021;0.0012;0.0564;1e-04;0.0091;0.0129;0.0548;0.4889;0.1605;0.0215;0.0025;0.0;0.0574;0.0
4610;2014;1504;Ålesund;0.0926;0.0048;0.0064;0.0237;0.005;0.002;0.0012;0.0578;1e-04;0.0091;0.0135;0.0544;0.4882;0.1604;0.0215;0.0024;0.0;0.0569;0.0
4611;2015;1504;Ålesund;0.0933;0.0047;0.0063;0.0246;0.0051;0.002;0.0012;0.0565;1e-04;0.009;0.0132;0.0542;0.4881;0.1607;0.0215;0.0024;0.0;0.0571;0.0
4612;2016;1504;Ålesund;0.0933;0.0047;0.0063;0.0241;0.0048;0.0021;0.0012;0.0552;1e-04;0.0088;0.0142;0.0544;0.4885;0.1614;0.0216;0.0024;0.0;0.0567;0.0
4613;2017;1504;Ålesund;0.0932;0.0047;0.0064;0.0241;0.0048;0.0022;0.0013;0.0556;1e-04;0.009;0.0174;0.0528;0.4863;0.1609;0.0213;0.0024;0.0;0.0575;0.0
4614;2018;1504;Ålesund;0.0943;0.0048;0.0063;0.0248;0.005;0.0022;0.0014;0.0565;1e-04;0.0095;0.0169;0.0519;0.4845;0.1605;0.0214;0.0024;0.0;0.0574;0.0
